,score,text
1179,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1180,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1181,1,"RT @hrenee80: The very man who Obama once said “will not be President” is showing him exactly how it’s supposed to be done.

You’re welcome…"
1182,1,@PoliticalShort Under current law? Thats right. Write the laws to suit purposes. Thats what theyll do next regardin… https://t.co/b1jodU6NTF
1183,3,"@ebongoode @MSNBC Hey Obama got one for well just being obama ..

If you negotiate peace on the Korean Peninsula it is well deserved!"
1184,0,"RT @starcrosswolf: According to EX CIA director John Brennan, after Obama had been apprised that Russia was conducting cyber-warfare agains…"
1185,2,"Seems like a great time to re-up my recent (ungated!) article on allied pressure to intervene in Libya. 

BLUF: the… https://t.co/g0FkvQk6fd"
1186,-1,RT @Trumptweets2020: My new advisor Larry #Kudlow letting his inner #Trump run wild! Already earned 4 Pinocchio’s for lying about #Obama’s…
1187,-1,"RT @AmericanHotLips: #Brennan exposes BHO for the coward he was/is: 

Brennan: #Obama opposed a plan to carry out “a cyber event” against t…"
1188,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1189,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tsbBXgPw7V https://t.co/KECUrSJm6o
1190,1,"RT @Pink_About_it: Obama was emailing with Lisa Page about Hillary’s server--

Wait......I'm old enough to remember when Obama claimed the…"
1191,0,"RT @CNN: Former President Obama: The students of Parkland ""are shaking us out of our complacency"" https://t.co/LAMTGWMIHj https://t.co/krIg…"
1192,2,"RT @Tvvitterland: @realDonaldTrump #TuesdayThoughts 
#SuperstarShakeup 

Trump Hits 51% Approval
  In The Rasmussen Poll
Much Higher Than O…"
1193,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1194,0,"@oomarino2010 @valeria_lima21 @juiz_nu @LulapeloBrasil Uma palestra de Obama em São Paulo U$ 1 milhão, uma palestra… https://t.co/2iAyhjJNXM"
1195,-2,"BREAKING: Congress Has Just Demanded A CRIMINAL INVESTIGATION Into #Clinton, #Comey, And Other Obama Admin.… https://t.co/URxQwMKkKO"
1196,-2,RT @CarmineZozzora: Idiot menace Barack Obama defended and glorified Islam ad nauseam for 8 years and is worshipping by the seditious Left…
1197,2,@tdub909 @ktgoff428 @pburell @OutnumberedFNC @TomiLahren Good glad you feel that way. They just sent the AG a reque… https://t.co/EQGPQQLoBI
1198,0,PROOF: Obama Actively Participated in Setup of Flynn https://t.co/onmqvJoFM0 via @KevinJacksonTBS
1199,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1200,0,"RT @Prison4Trump: @realDonaldTrump Oh, how we miss President Obama...legally there’s a way to bring him back. Let’s have the right wing go…"
1201,0,@PaPaPencak1 @Ryker57842456 @realDonaldTrump @AbeShinzo @JPN_PMO @WhiteHouse @StateDept Who's sleeping? I don't kno… https://t.co/5CVUemNnuK
1202,0,"@SenatorBaldwin @lafourchette @SRuhle Keep talking you Obama bullcrap, the DNC is going to be curb stomped in Nov."
1203,-2,RT @realDonaldTrump: What will we get for bombing Syria besides more debt and a possible long term conflict? Obama needs Congressional appr…
1204,-1,"RT @twmentality1: McConnell is a turtle without a shell.

He ignored Obama's warnings &amp; suppressed CIA evidence of Russian interference in…"
1205,-1,"RT @pinkk9lover: I’m sure #PresidentTrump didn’t touch germy filthy #SkankyDaniels I’m  also sure that if Obama did, they were forever sile…"
1206,0,RT @JudicialWatch: JW still demanding answers: JW filed a FOIA lawsuit w/ DOJ &amp; the NSA for the truth on the Obama White House role in the…
1207,0,RT @GrizzleMeister: Educated idiots like Mrs Obama continually have 2remind people of how ignorant they R as they constantly open their foo…
1208,-1,RT @FiveRights: Obama and Hillary spread their lawlessness through the upper echelons of every agency and institution they touched.
1209,-1,RT @seanhannity: Tonight on #Hannity 11 GOP lawmakers made a criminal referral to the DOJ today against former Obama admin officials &amp; empl…
1210,-1,"RT @TrumpsDC: This is what happens when you let ppl think for themselves.

Obama &amp; his corrupt thugs bullied ppl into thinking sanctuary fo…"
1211,0,"RT @LECowan33: I wouldn’t want to be included in the same category as Al Gore and Obama, either! Meaningless trophy, mocks accomplishments,…"
1212,0,"RT @HoarseWisperer: Obama's essay on the Parkland teens... Man, I miss him.

""Our history is defined by the youthful push to make America m…"
1213,0,RT @BuzzFeed: You won't believe what Obama says in this video <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/n2KloCdF2G
1214,1,"RT @TheDailyEdge: Barack Obama pens heartfelt, moving, and emotional profile of #Parkland teens #TIME100 https://t.co/1jbgPxOAoV"
1215,0,RT @beautee_: President Barack Obama<ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> #OldThingsIWantBack
1216,2,@JRubinBlogger Good afternoon beautiful.  I hope to see you on TV tonight.  Why do we spend millions of dollars so… https://t.co/4DTLaf5fTs
1217,1,"RT @Kris_Sacrebleu: The #Parkland students are on @TIME’s list of the world’s most influential people #TIME100

And written by, NONE other…"
1218,-2,"RT @girl4_trump: Everything leads back to #Obama, the most evil &amp; corrupt illegal president ever to be in the people's house! 
#FBILiesMatt…"
1219,0,"RT @DougSides: <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1> Judges appointed by Obama have ruled the World War I Cross that has stood since 1925 in Bladensburg, Maryland, must be rem…"
1220,0,"RT @CNN: Former President Obama: The students of Parkland ""are shaking us out of our complacency"" https://t.co/LAMTGWMIHj https://t.co/krIg…"
1221,-1,RT @oakaged22: @luvsrotts @TroyCoby @trocbe @realDonaldTrump I am up to date with all the real news. As for what fool and failure trump is.…
1222,0,"RT @RedNationRising: For 3 Years Obama Left Flint With POISON Water. The good people of Flint, MI, are now receiving $100 million dollars f…"
1223,0,"RT @OnWithLogic: MASSIVE 146 PAGE FILE DROP JUST HAPPENED ON OBAMA DOCUMENTS

STAY TUNED... identity investigation docs

#OBAMADOCUMENTS

#…"
1224,1,*Obama makes a summer playlist with rap music* “Yeah I just really think we need a president with better morals.”… https://t.co/aDRxjXlutr
1225,-1,https://t.co/HgriL3lDls FAKE NEWS. BOTS AGAIN
1226,0,"RT @HoarseWisperer: Obama's essay on the Parkland teens... Man, I miss him.

""Our history is defined by the youthful push to make America m…"
1227,0,Obama or JFK? — obama https://t.co/cdWQQ719Lz
1228,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tsbBXgPw7V https://t.co/KECUrSJm6o
1229,-1,"RT @Will_Bunch: How has Mitch McConnell trashed American democracy? Let me count the ways -- kneecapping Obama and Merrick Garland, blockin…"
1230,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tsbBXgPw7V https://t.co/KECUrSJm6o
1231,0,RT @JudicialWatch: JW obtained information showing that the Obama Administration had sent U.S. taxpayer funds overseas to an org backed by…
1232,-1,"RT @NatShupe: Stormy Daniels' lawyer, Michael Avenatti, worked for Joe Biden &amp; Rahm Emanuel (Obama's Chief of Staff).

In 2006, he sued the…"
1233,0,@SenatorDurbin What tax cuts have your old boss Obama done for us .?
1234,0,"@copykitty1 @Tuner38 @RoddenGrimes @realDonaldTrump That is more in style with obama, made America the banana republic!! Dear GOD!!"
1235,0,RT @tedlieu: I've concluded @realDonaldTrump can say anything &amp; his base will follow. He can say Lester Holt interview never happened &amp; bas…
1236,0,"RT @iMeltSn0wflakes: Leftists want Fox News to #CancelHannity because he was advised by Michael Cohen, even though there’s no evidence of w…"
1237,0,"RT @CHIZMAGA: 7. Why are u so concerned w/ Trump’s personal appearance?

8. Why did u not disclose a secret meeting on January 5th, 2017 w/…"
1238,1,@J05478844 @DonC085 @jtwigg52 @realDonaldTrump It's ONE case where the article clearly states that the contractor s… https://t.co/dkl4IYWDFe
1239,0,"A must read by former President Barack Obama.
 https://t.co/CI4cWRHIe9"
1240,-3,RT @mizclaudi: All crazy stuff like this and Comeys idiocy is meant to demean Trump. It just goes to show how vile and vindictive Clintons/…
1241,4,"RT @pglynn61: #OldThingsIWantBack
Class
Dignity 
Style
Decorum
Sanity
Competency
Leadership
Diplomacy 
Humanity
Compassion 
Humor
Kindness…"
1242,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
1243,0,@hrenee80 Obama was so smug when he said that. The Dems just thought they had the the race won. They forgot one sma… https://t.co/zSIZxjggR9
1244,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1245,-1,"RT @CH3TN1K_1389: @Jali_Cat @nedprice @Comey @DNC Exactly, they are mad and just outright openly lying now so that the Americans who had th…"
1246,0,RT @KyleKashuv: Parkland student rips Obama for essay on shooting survivors https://t.co/9AIuNiDjIG
1247,1,"RT @ajplus: Barack Obama wrote a profile about the Parkland students for TIME's list of the 100 most influential people of 2018:

“Our hist…"
1248,0,RT @EspressoGik0: someone asked me for a nude so i sent them a really zoomed in picture of Obama drone bombing statistics and said it was j…
1249,1,RT @Boo_40567: @2naOnWhite @seanhannity Obama was better at golf than he was President! <ed><U+00A0><U+00BD><ed><U+00B8><U+009C>
1250,0,@arctic_gnome @akayaom @William_goodman @PressSec @foxandfriends @realDonaldTrump REAL LEADERS DON’T DRAW RED-LINES… https://t.co/yDS7LKTW5F
1251,-2,"RT @KaniJJackson: If Comey is “slippery” and  Obama is “cheatin”,  what do we call a guy sued by pornstar, accused of assault, who got his…"
1252,-3,"RT @ogie_rosa: VP LENI: Gusto ko mag-apologize for offending others. There was no excuse.

Whereas...
DU30: Not sorry for rape remark, sayi…"
1253,0,"RT @RedNationRising: For 3 Years Obama Left Flint With POISON Water. The good people of Flint, MI, are now receiving $100 million dollars f…"
1254,-2,"RT @TheRISEofROD: General Flynn was illegally targeted &amp; taken down by rogue Obama FBI.

Andrew McCabe said...
""F#@K Flynn &amp; then we
 F#@K…"
1255,-2,"@seanhannity Weren’t low unemployment numbers during the Obama presidency fake news? And now they’re legit? You, sir, are ridiculous."
1256,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1257,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tsbBXgPw7V https://t.co/KECUrSJm6o
1258,0,Barack Obama presidente 2018
1259,-1,When you used to have talks with your pops about about would their ever be a black president and he dies 5 years before Obama took office.
1260,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
1261,-3,"RT @owillis: democrats: don't want to seem too partisan by saying ""impeach""

republicans: obama wasnt born here. pelosi is a devil worshipp…"
1262,-1,@hulagu_khamacho Me parecía mas coherente un Saddam Hussein -por mas controversial- que parezca que tuviera a raya… https://t.co/1FKdRcRbe9
1263,0,@LEXPRESS El mejor amigo de Obama y del Papa Francisco.
1264,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1265,0,"RT @iMeltSn0wflakes: Leftists want Fox News to #CancelHannity because he was advised by Michael Cohen, even though there’s no evidence of w…"
1266,1,"RT @mog7546: The #Parkland students are on @TIME’s list of the world’s most influential people #TIME100

By Barack Obama

 https://t.co/doZ…"
1267,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
1268,-1,RT @seanhannity: Tonight on #Hannity 11 GOP lawmakers made a criminal referral to the DOJ today against former Obama admin officials &amp; empl…
1269,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1270,0,@JuneMSanders @lasteve423 You do remember the republicans blocking everything Obama tried to do...right?
1271,0,@ShariOwl @Donnalizzie @mommamia1217 @klingensmith_j @realDonaldTrump @AbeShinzo @JPN_PMO @WhiteHouse @StateDept Oh… https://t.co/xDl1yzYnHO
1272,0,"RT @John_KissMyBot: Obama Created The Problems: TRUMP is Solving Them: 

<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Unemployment Down 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Wages Up
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Companies Return To The US 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Lo…"
1273,-1,@lenkirch @AlbertLaManna2 @MSNBC The problem you have with Michelle Obama is her skin color. You can admit it!
1274,-1,"RT @kjgillenwater: Demanding real answers? Pretty disgusting, to me, for Obama to write this. His policies are what caused this tragedy. ht…"
1275,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
1276,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1277,1,"RT @Pink_About_it: Obama was emailing with Lisa Page about Hillary’s server--

Wait......I'm old enough to remember when Obama claimed the…"
1278,0,"TY @POTUS
@realDonaldTrump
#LockHimUp
#QAnon
#TheStorm
#TheGreatAwakening
#ItsHappening
#WWG1WGA
#SilentExecuters… https://t.co/TR0nayT5g8"
1279,-1,Sad Truth About Obama Presidency Revealed by former Staffer https://t.co/hIvl0SFPGu via @KevinJacksonTBS… https://t.co/VVnS1h98iQ
1280,1,"RT @securefreedom: Just precious: Samantha Power 'fearful' Trump administration 'has no strategy besides tweeting and bombing'

Samantha th…"
1281,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1282,0,RT @KyleKashuv: Parkland student rips Obama for essay on shooting survivors https://t.co/9AIuNiDjIG
1283,0,"RT @PolitReporter: Obama: Parkland students 'are shaking us out of our complacency'
https://t.co/DqcfkfIYXX
#Politics #News #World #Politic…"
1284,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1285,2,"RT @krassenstein: Who is the real #stablegenius ?

Retweet = Obama
Like = Trump https://t.co/v9jKilHxPa"
1286,0,"RT @larryelder: If #StormyDaniels' $140K pay off is possibly an ""illegal campaign contribution,"" what do you call Sen. Barack Obama's real…"
1287,0,"RT @TheRickyDavila: President Barack Obama on the Parkland survivors: “Our kids now show us what we’ve told them America is all about, even…"
1288,1,"RT @OLPL: Mr. President, make history about Castro's communist Cuba.
Obama didn't. Not even Reagan dared to.
It's in your hands to liberate…"
1289,0,"RT @John_KissMyBot: Obama Created The Problems: TRUMP is Solving Them: 

<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Unemployment Down 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Wages Up
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Companies Return To The US 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> Lo…"
1290,0,RT @KyleKashuv: Parkland student rips Obama for essay on shooting survivors https://t.co/9AIuNiDjIG
1291,2,"RT @Feisty_FL: Why was the Obama administration, the FBI &amp; DOJ so invested in Hillary winning the election they were willing to let Hillary…"
1292,0,RT @tedlieu: I've concluded @realDonaldTrump can say anything &amp; his base will follow. He can say Lester Holt interview never happened &amp; bas…
1293,1,RT @Education4Libs: I wish the FBI was half as good at stopping mass shooters as they are at protecting Hillary &amp; Obama.
1294,-1,"RT @VettingBernie: @JoyAnnReid Deficit borrowing up 84% since Obama. Stocks in red for 2018, down since #GOPTaxScam. Trade war hurting rura…"
1295,-1,"RT @AmericanHotLips: #Brennan exposes BHO for the coward he was/is: 

Brennan: #Obama opposed a plan to carry out “a cyber event” against t…"
1296,0,"RT @OnWithLogic: MASSIVE 146 PAGE FILE DROP JUST HAPPENED ON OBAMA DOCUMENTS

STAY TUNED... identity investigation docs

#OBAMADOCUMENTS

#…"
1297,0,"RT @HoarseWisperer: Obama's essay on the Parkland teens... Man, I miss him.

""Our history is defined by the youthful push to make America m…"
1298,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1299,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1300,0,RT @TrumpsBlonde: I want to remind you of an ongoing investigation @jeffsessions is still working. SIX BILLION DOLLARS  the Obama Administr…
1301,2,"RT @pollsofpolitics: Who's the better @POTUS #Obama or @realDonaldTrump??

Vote and retweet to spread poll!! #TheResistance #Trump #Resist…"
1302,0,"RT @larryelder: If #StormyDaniels' $140K pay off is possibly an ""illegal campaign contribution,"" what do you call Sen. Barack Obama's real…"
1303,0,"RT @FederalSpyGuy: oh, you aint seen nuttin yet
the *entire obama admin will eat eachother trying to stay alive
https://t.co/j64Kj7qgOc"
1304,0,"RT @kylegriffin1: Barack Obama praises the Parkland survivors: “Our kids now show us what we’ve told them America is all about, even if we…"
1305,1,"RT @Pink_About_it: Obama was emailing with Lisa Page about Hillary’s server--

Wait......I'm old enough to remember when Obama claimed the…"
1306,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1307,2,"RT @1MaisonRouge: UN Secretary General ( Guterres is a Marxist, he is the ex PM of Portugal ex! Remember ex ) “demands” that Trump honor Ob…"
1308,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1309,0,"RT @XStrategiesDC: I love when people say Obama had no scandals. What do they call: 

Fast and furious?

Uranium one?

Benghazi?

IRS targe…"
1310,0,"Harriett, MLK, Barack Obama, &amp; Angela Davis. https://t.co/dyZ4i3AMDe"
1311,0,#knxmayor @KNX1070 Obama ran on a campaign of “Change” and Trump’s call to “Drain the Swamp” was essentially the sa… https://t.co/6T5AIWkHyA
1312,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1313,-2,RT @SparkleSoup45: <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5><ed><U+00A0><U+00BD><ed><U+00B2><U+00A3>BREAKING: CRIMINAL Referrals Made By Lawmakers To The DOJ On Senior Obama Officials And Other Key Players including HI…
1314,-1,"RT @girl4_trump: #Obama was up to his neck in ALL of it. I’m sick of waiting for this #AmericaHating regime to be brought to justice. 
#Wor…"
1315,1,"RT @ajplus: Barack Obama wrote a profile about the Parkland students for TIME's list of the 100 most influential people of 2018:

“Our hist…"
1316,-1,RT @brianklaas: A guy who denied climate change and has no scientific credentials is about to be confirmed to run NASA. Obama’s pick was a…
1317,-1,RT @FiveRights: Obama and Hillary spread their lawlessness through the upper echelons of every agency and institution they touched.
1318,-1,@EricBoehlert I can almost forgive politicians who stand behind an excuse of doing something for their constituents… https://t.co/RD3ca2pLdQ
1319,1,"RT @realMatMolina: Trump administration official, Robert Lighthizer, spent $1 million of tax payers’ dollars on office redesigns. 

How doe…"
1320,-1,RT @WesleyTBrown2: @Jali_Cat @linnie13 Now I see why he was Obama’s AG. He actually said we needed to brainwash kids and people about guns.…
1321,0,RT @JudicialWatch: JW still demanding answers: JW filed a FOIA lawsuit w/ DOJ &amp; the NSA for the truth on the Obama White House role in the…
1322,-1,"RT @PaulaLanier54: <ed><U+00A0><U+00BD><ed><U+00B3><U+00A2><ed><U+00A0><U+00BD><ed><U+00B3><U+00A2> Here’s the COSTLY LENGTHS Obama Used to Keep Information From American People #LOCKHIMUP #TRAITOROBAMA
#GOREDSTATEBYS…"
1323,-1,"RT @twmentality1: McConnell is a turtle without a shell.

He ignored Obama's warnings &amp; suppressed CIA evidence of Russian interference in…"
1324,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1325,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1326,0,"RT @IWillRedPillU: I can't wait to see the reaction from all of the doubters on that morning when we turn on our TV &amp; see Hillary, Huma, Ly…"
1327,0,@rlbmcb14 @GiveYouTheReal @FixAmericaNow_ @JBIChris @tomsimon12345 @JerseyPine_L @dapplegraypony @lderby1007… https://t.co/82hsezASDo
1328,0,"RT @RedNationRising: For 3 Years Obama Left Flint With POISON Water. The good people of Flint, MI, are now receiving $100 million dollars f…"
1329,-6,"RT @Doodisgirl: The Bible says that the deeds of the Obama admin—oppression, corruption, destruction, treason, collusion, lying, sedition,…"
1330,0,"Don't care a flip about deal wirh obama, he aint president anymore. https://t.co/T5vfjqCkcm"
1331,-2,RT @newsbusters: So much for Obama standing up against rhetorical flames of hatred and division. https://t.co/az6nDHwrV9
1332,-1,RT @FiveRights: Obama and Hillary spread their lawlessness through the upper echelons of every agency and institution they touched.
1333,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1334,0,RT @MyBrianLeyh: Nikki Haley Just Blew The Doors Off The U.N. pointing about Obama’s Incompetence.. &lt; America Fans https://t.co/SMqpc17tDf…
1335,0,RT @KyleKashuv: Parkland student rips Obama for essay on shooting survivors https://t.co/9AIuNiDjIG
1336,0,"RT @HoarseWisperer: Obama's essay on the Parkland teens... Man, I miss him.

""Our history is defined by the youthful push to make America m…"
1337,-1,RT @FiveRights: Obama and Hillary spread their lawlessness through the upper echelons of every agency and institution they touched.
1338,0,"RT @SeattleUNews: From an orphanage in India to the Obama White House and from Seattle U to working with three Nobel laureates, Shasti Conr…"
1339,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1340,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1341,2,RT @TitusNation: I'll bet @seanhannity would have been classy enough to have given Obama a pass if his mob enforcer type almost lawyer was…
1342,2,RT @toryboypierce: If @realDonaldTrump pulls off peace deal with North Korea he will deserve Nobel Prize unlike Obama who got it for doing…
1343,-2,"RT @WhoWolfe: BREAKING: Congress Has Just Demanded A CRIMINAL INVESTIGATION Into Clinton, Comey, And Other Obama Admin.  https://t.co/rP4vo…"
1344,0,RT @BunnyLefluf: @UKStantheMan @TraceyWitt64 @ChrisBrink76 @lee_keeney @realDonaldTrump @AbeShinzo @JPN_PMO @WhiteHouse @StateDept obama di…
1345,0,"RT @HoarseWisperer: Obama's essay on the Parkland teens... Man, I miss him.

""Our history is defined by the youthful push to make America m…"
1346,-2,"RT @WhoWolfe: BREAKING: Congress Has Just Demanded A CRIMINAL INVESTIGATION Into Clinton, Comey, And Other Obama Admin.  https://t.co/rP4vo…"
1347,0,@seanhannity So???? Dont all you knuckle draggers mock Michelle Obama? I wonder what the difference is??? Hmmmmm
1348,0,RT @SavingAmerica4U: <ed><U+00A0><U+00BD><ed><U+00B4><U+00B4>Queen Elizabeth has personally intervened and removed Michelle and Barack Obama from the guest list for Prince Harry’…
1349,0,"@OrtaineDevian The proof that I don't ""have a side"" is that I'm totally willing to acknowledge mistakes by Obama, H… https://t.co/xes0X01Qqa"
1350,0,RT @JudicialWatch: JW filed a FOIA lawsuit w/ both the DOJ &amp; State Dept for any &amp; all records of communications related to the Uranium One…
1351,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
1352,0,"RT @MillenPolitics: And President Obama wrote the profile for TIME, to boot. <U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF> https://t.co/mKDjAL1bOr"
1353,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1354,-1,RT @jjadams416: @WSJ After stymieing Obama at every opportunity it’s funny to listen to the crying republicans telling you the Dems doesn’t…
1355,-1,"@larryelder @JoeVilla_ME Sure, that's shady. It's also the past. What exactly did Rezko get in return for this? Dan… https://t.co/QTZOtIvG9E"
1356,0,"RT @MillenPolitics: And President Obama wrote the profile for TIME, to boot. <U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF> https://t.co/mKDjAL1bOr"
1357,1,"RT @Pink_About_it: Obama was emailing with Lisa Page about Hillary’s server--

Wait......I'm old enough to remember when Obama claimed the…"
1358,-1,"RT @Redpainter1: @BrentScher @BarackObama God, I miss Barack Obama."
1359,0,RT @tedlieu: I've concluded @realDonaldTrump can say anything &amp; his base will follow. He can say Lester Holt interview never happened &amp; bas…
1360,0,"RT @bettinagalo: #Uruguay mafioso: Sabían que la ex #Embajadora de #EEUU durante la gestión #Mujica/#Obama REPRESENTA a #PacoCasal, recuerd…"
1361,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1362,-1,RT @owillis: i am tweeting obama's #time100 profile of the parkland kids to trigger the snowflake cons https://t.co/iFH3ivGG9S
1363,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1364,1,RT @deenie7940: Trump already passed Obama in cyber-crime attribution https://t.co/2co2ORc5nK
1365,-1,@CNN Military Constitutionally Obligated to Arrest Obama &amp; Congress For Treason https://t.co/rAsGvDBxfo The Truth i… https://t.co/wIEJYi1xVx
1366,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1367,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
1368,-1,RT @tonyposnanski: I miss Obama
1369,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1370,2,RT @keithboykin: Cardi B setting records. Beyonce at Coachella. Black Panther winning. Kendrick Lamar wins Pulitzer. President Obama receiv…
1371,-1,RT @johnastoehr: 1. Republicans talked a lot about tyranny during the years President Barack Obama was in power. They talked about being “c…
1372,1,@PalmerReport And he’s still 20000% better than Obama !
1373,0,"RT @CNN: Former President Obama: The students of Parkland ""are shaking us out of our complacency"" https://t.co/LAMTGWMIHj https://t.co/krIg…"
1374,-1,"RT @girl4_trump: #Obama was up to his neck in ALL of it. I’m sick of waiting for this #AmericaHating regime to be brought to justice. 
#Wor…"
1375,0,RT @OmarGuatirojo1: @tatclouthier Esos memasos no los tiene ni Obama tia tati
1376,-1,"RT @girl4_trump: #Obama was up to his neck in ALL of it. I’m sick of waiting for this #AmericaHating regime to be brought to justice. 
#Wor…"
1377,1,"RT @MarkSimoneNY: Do you remember how Barack Obama was given the Nobel Peqce Prize his first day in office, before doing anything? Donald T…"
1378,4,@robbysoave @benshapiro Free speech isn't free. She has the right to say what she did. The school has the right and… https://t.co/6B9NPuTJwd
1379,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
1380,-3,"RT @owillis: democrats: don't want to seem too partisan by saying ""impeach""

republicans: obama wasnt born here. pelosi is a devil worshipp…"
1381,1,"RT @ajplus: Barack Obama wrote a profile about the Parkland students for TIME's list of the 100 most influential people of 2018:

“Our hist…"
1382,-1,RT @BillGertz: Former CIA Director John Brennan reveals how Obama turned down a plan to use cyber attacks against Russia for election meddl…
1383,0,"RT @brianefallon: Reminder: under Obama, Senate Republicans tried to *filibuster* the renewal of the Violence Against Women Act 
https://t.…"
1384,0,RT @__xbombshell: I need Obama back. https://t.co/BVvz6NgUDV
1385,0,RT @JPOME1: @FoxNews @OutnumberedFNC I cannot watch this show with this Obama psycophant Marie Harf. She is the most unlikeable person on F…
1386,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1387,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1388,4,"Well the young man is right, and correct. It is clear that Obama cherry picked who he wanted - according to if they… https://t.co/lMZzsqTqOF"
1389,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1390,2,"RT @realDonaldTrump: Thank you to Rasmussen for the honest polling. Just hit 50%, which is higher than Cheatin’ Obama at the same time in h…"
1391,-1,@seanhannity US so enjoyed of 8ys the cynical Obama show: he played the role a funny clown-president-who simply cho… https://t.co/FipH6xXVA1
1392,0,RT @o_ema: DC District Court just ordered HHS  to continue funding Teen Pregnancy Prevention programs until the end of the grant period tha…
1393,2,RT @davidsirota: Political party that didn’t even allow a vote on Obama Supreme Court nominee now defends alleged “tradition of supporting…
1394,-1,"RT @KamVTV: Sean Hannity: Obama was EMAILING with Lisa Page about Hillary’s server. 

Remember, Obama went on national tv and LIED to our f…"
1395,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
